animal_weight,madness_index
136.5,1.3383347192042695e+42
136.75,1.3383347192042695e+42
138.5,1.3383347192042695e+42
138.75,1.3383347192042695e+42
113.5,3.637970947608805e+42
113.75,3.637970947608805e+42
114.0,3.637970947608805e+42
114.25,3.637970947608805e+42
135.75,3.637970947608805e+42
136.0,3.637970947608805e+42
136.25,3.637970947608805e+42
136.5,3.637970947608805e+42
136.75,3.637970947608805e+42
137.0,3.637970947608805e+42
138.25,3.637970947608805e+42
138.5,3.637970947608805e+42
138.75,3.637970947608805e+42
139.0,3.637970947608805e+42
113.5,9.889030319346946e+42
113.75,9.889030319346946e+42
114.0,9.889030319346946e+42
135.5,9.889030319346946e+42
135.75,9.889030319346946e+42
136.0,9.889030319346946e+42
136.25,9.889030319346946e+42
136.5,9.889030319346946e+42
136.75,9.889030319346946e+42
137.0,9.889030319346946e+42
137.25,9.889030319346946e+42
137.75,9.889030319346946e+42
138.0,9.889030319346946e+42
138.25,9.889030319346946e+42
138.5,9.889030319346946e+42
138.75,9.889030319346946e+42
139.0,9.889030319346946e+42
135.75,2.6881171418161356e+43
136.0,2.6881171418161356e+43
136.25,2.6881171418161356e+43
136.5,2.6881171418161356e+43
136.75,2.6881171418161356e+43
137.0,2.6881171418161356e+43
1418161356e+43
137.75,2.6881171418161356e+43
138.0,2.6881171418161356e+43
138.25,2.6881171418161356e+43
138.5,2.6881171418161356e+43
138.75,2.6881171418161356e+43
139.0,2.6881171418161356e+43
139.25,2.6881171418161356e+43
136.0,7.307059979368067e+43
136.25,7.307059979368067e+43
136.5,7.307059979368067e+43
136.75,7.307059979368067e+43
137.0,7.307059979368067e+43
137.75,7.307059979368067e+43
138.0,7.307059979368067e+43
138.25,7.307059979368067e+43
138.5,7.307059979368067e+43
138.75,7.307059979368067e+43
139.0,7.307059979368067e+43
139.25,7.307059979368067e+43
136.0,1.9862648361376543e+44
136.25,1.9862648361376543e+44
136.5,1.9862648361376543e+44
136.75,1.9862648361376543e+44
138.0,1.9862648361376543e+44
138.25,1.9862648361376543e+44
138.5,1.9862648361376543e+44
138.75,1.9862648361376543e+44
139.0,1.9862648361376543e+44
122.25,5.399227610580169e+44
136.25,5.399227610580169e+44
136.5,5.399227610580169e+44
138.25,5.399227610580169e+44
138.5,5.399227610580169e+44
138.75,5.399227610580169e+44
122.0,1.4676622301554424e+45
122.25,1.4676622301554424e+45
122.5,1.4676622301554424e+45
138.5,1.4676622301554424e+45
121.75,3.989519570547216e+45
122.0,3.989519570547216e+45
122.25,3.989519570547216e+45
122.5,3.989519570547216e+45
122.75,3.989519570547216e+45
136.0,3.989519570547216e+45
136.25,3.989519570547216e+45
136.5,3.989519570547216e+45
121.5,1.0844638552900231e+46
121.75,1.0844638552900231e+46
122.0,1.0844638552900231e+46
122.25,1.0844638552900231e+46
122.5,1.0844638552900231e+46
122.75,1.0844638552900231e+46
123.0,1.0844638552900231e+46
135.75,1.0844638552900231e+46
136.0,1.0844638552900231e+46
136.25,1.0844638552900231e+46
136.5,1.0844638552900231e+46
136.75,1.0844638552900231e+46
121.5,2.947878391455509e+46
121.75,2.947878391455509e+46
122.0,2.947878391455509e+46
122.25,2.947878391455509e+46
122.5,2.947878391455509e+46
122.75,2.947878391455509e+46
123.0,2.947878391455509e+46
123.25,2.947878391455509e+46
135.5,2.947878391455509e+46
135.75,2.947878391455509e+46
136.0,2.947878391455509e+46
136.25,2.947878391455509e+46
136.5,2.947878391455509e+46
136.75,2.947878391455509e+46
137.0,2.947878391455509e+46
121.75,8.013164264000591e+46
122.0,8.013164264000591e+46
122.25,8.013164264000591e+46
122.5,8.013164264000591e+46
122.75,8.013164264000591e+46
123.0,8.013164264000591e+46
123.25,8.013164264000591e+46
135.5,8.013164264000591e+46
135.75,8.013164264000591e+46
136.0,8.013164264000591e+46
136.25,8.013164264000591e+46
136.5,8.013164264000591e+46
136.75,8.013164264000591e+46
137.0,8.013164264000591e+46
113.5,2.1782038807290206e+47
122.0,2.1782038807290206e+47
122.25,2.1782038807290206e+47
122.5,2.1782038807290206e+47
122.75,2.1782038807290206e+47
wow,madnesss
123.0,2.1782038807290206e+47
135.5,2.1782038807290206e+47
135.75,2.1782038807290206e+47
136.0,2.1782038807290206e+47
136.25,2.1782038807290206e+47
136.5,2.1782038807290206e+47
136.75,2.1782038807290206e+47
137.0,2.1782038807290206e+47
113.25,5.92097202766467e+47
113.5,5.92097202766467e+47
113.75,5.92097202766467e+47
122.0,5.92097202766467e+47
122.25,5.92097202766467e+47
122.5,5.92097202766467e+47
122.75,5.92097202766467e+47
135.75,5.92097202766467e+47
136.0,5.92097202766467e+47
136.25,5.92097202766467e+47
136.5,5.92097202766467e+47
136.75,5.92097202766467e+47
113.0,1.609487066961518e+48
113.25,1.609487066961518e+48
113.5,1.609487066961518e+48
113.75,1.609487066961518e+48
114.0,1.609487066961518e+48
117.5,1.609487066961518e+48
117.75,1.609487066961518e+48
122.25,1.609487066961518e+48
122.5,1.609487066961518e+48
136.0,1.609487066961518e+48
136.25,1.609487066961518e+48
136.5,1.609487066961518e+48
112.5,4.375039447261341e+48
112.75,4.375039447261341e+48
113.0,4.375039447261341e+48
113.25,4.375039447261341e+48
113.5,4.375039447261341e+48
113.75,4.375039447261341e+48
114.0,4.375039447261341e+48
117.25,4.375039447261341e+48
117.5,4.375039447261341e+48
117.75,4.375039447261341e+48
118.0,4.375039447261341e+48
112.5,1.189259022828201e+49
112.75,1.189259022828201e+49
113.0,1.189259022828201e+49
113.25,1.189259022828201e+49
113.5,1.189259022828201e+49
113.75,1.189259022828201e+49
114.0,1.189259022828201e+49
114.25,1.189259022828201e+49
117.0,1.189259022828201e+49
117.25,1.189259022828201e+49
117.5,1.189259022828201e+49
117.75,1.189259022828201e+49
118.0,1.189259022828201e+49
118.25,1.189259022828201e+49
138.25,1.189259022828201e+49
112.75,3.2327411910848595e+49
113.0,3.2327411910848595e+49
113.25,3.2327411910848595e+49
113.5,3.2327411910848595e+49
113.75,3.2327411910848595e+49
114.0,3.2327411910848595e+49
114.25,3.2327411910848595e+49
114.5,3.2327411910848595e+49
116.75,3.2327411910848595e+49
117.0,3.2327411910848595e+49
117.25,3.2327411910848595e+49
117.5,3.2327411910848595e+49
117.75,3.2327411910848595e+49
118.0,3.2327411910848595e+49
118.25,3.2327411910848595e+49
118.5,3.2327411910848595e+49
138.0,3.2327411910848595e+49
138.25,3.2327411910848595e+49
113.0,8.smile
113.25,8.787501635837023e+49
113.5,8.787501635837023e+49
113.75,8.787501635837023e+49
114.0,8.787501635837023e+49
114.25,8.787501635837023e+49
114.5,8.787501635837023e+49
114.75,8.787501635837023e+49
117.0,8.787501635837023e+49
117.25,8.787501635837023e+49
117.5,8.787501635837023e+49
117.75,8.787501635837023e+49
118.0,8.787501635837023e+49
118.25,8.787501635837023e+49
118.5,8.787501635837023e+49
137.75,8.787501635837023e+49
138.0,8.787501635837023e+49
138.25,8.787501635837023e+49
138.5,8.787501635837023e+49
113.25,2.3886906014249913e+50
113.5,2.3886906014249913e+50
113.75,2.3886906014249913e+50
114.0,2.3886906014249913e+50
114.25,2.3886906014249913e+50
114.5,2.3886906014249913e+50
114.75,2.3886906014249913e+50
115.0,2.3886906014249913e+50
117.25,2.3886906014249913e+50
117.5,2.3886906014249913e+50
117.75,2.3886906014249913e+50
118.0,2.3886906014249913e+50
118.25,2.3886906014249913e+50
137.5,2.3886906014249913e+50
137.75,2.3886906014249913e+50
138.0,2.3886906014249913e+50
138.25,2.3886906014249913e+50
138.5,2.3886906014249913e+50
138.75,2.3886906014249913e+50
113.5,6.493134255664462e+50
113.75,6.493134255664462e+50
114.0,6.493134255664462e+50
114.25,6.493134255664462e+50
114.5,6.493134255664462e+50
114.75,6.493134255664462e+50
115.0,6.493134255664462e+50
115.25,6.493134255664462e+50
117.25,6.493134255664462e+50
117.5,6.493134255664462e+50
117.75,6.493134255664462e+50
134.75,6.493134255664462e+50
135.0,6.493134255664462e+50
137.25,6.493134255664462e+50
137.5,6.493134255664462e+50
137.75,6.493134255664462e+50
138.0,6.493134255664462e+50
138.25,6.493134255664462e+50
138.5,6.493134255664462e+50
138.75,6.493134255664462e+50
139.0,6.493134255664462e+50
113.75,1.7650168856917655e+51
114.0,1.7650168856917655e+51
114.25,1.7650168856917655e+51
114.5,1.7650168856917655e+51
114.75,1.7650168856917655e+51
115.0,1.7650168856917655e+51
115.25,1.7650168856917655e+51
117.5,1.7650168856917655e+51
134.5,1.7650168856917655e+51
134.75,1.7650168856917655e+51
135.0,1.7650168856917655e+51
135.25,1.7650168856917655e+51
137.5,1.7650168856917655e+51
137.75,1.7650168856917655e+51
138.0,1.7650168856917655e+51
138.25,1.7650168856917655e+51
138.5,1.7650168856917655e+51
138.75,1.7650168856917655e+51
139.0,1.7650168856917655e+51
105.75,4.797813327299302e+51
113.75,4.797813327299302e+51
114.0,4.79783327299302e+51
114.75,4.797813327299302e+51
115.0,4.797813327299302e+51
134.25,4.797813327299302e+51
134.5,4.797813327299302e+51
134.75,4.797813327299302e+51
135.0,4.797813327299302e+51
135.25,4.797813327299302e+51
135.5,4.797813327299302e+51
137.75,4.797813327299302e+51
138.0,4.797813327299302e+51
138.25,4.797813327299302e+51
138.5,4.797813327299302e+51
138.75,4.797813327299302e+51
105.5,1.3041808783936323e+52
105.75,1.3041808783936323e+52
106.0,1.3041808783936323e+52
114.0,1.3041808783936323e+52
114.25,1.3041808783936323e+52
114.5,1.3041808783936323e+52
114.75,1.3041808783936323e+52
134.0,1.3041808783936323e+52
134.25,1.3041808783936323e+52
134.5,1.3041808783936323e+52
134.75,1.3041808783936323e+52
135.0,1.3041808783936323e+52
135.25,1.3041808783936323e+52
135.5,1.3041808783936323e+52
135.75,1.3041808783936323e+52
138.0,1.3041808783936323e+52
138.25,1.3041808783936323e+52
105.25,3.5451311827611664e+52
105.5,3.5451311827611664e+52
105.75,3.5451311827611664e+52
106.0,3.5451311827611664e+52
106.25,3.5451311827611664e+52
114.25,3.5451311827611664e+52
134.25,3.5451311827611664e+52
134.5,3.5451311827611664e+52
134.75,3.5451311827611664e+52
135.0,3.5451311827611664e+52
135.25,3.5451311827611664e+52
135.5,3.5451311827611664e+52
135.75,3.5451311827611664e+52
136.0,3.5451311827611664e+52
138.0,3.5451311827611664e+52
100.25,9.636665673603202e+52
100.5,9.636665673603202e+52
105.0,9.636665673603202e+52
105.25,9.636665673603202e+52
105.5,9.636665673603202e+52
105.75,9.636665673603202e+52
106.0,9.636665673603202e+52
106.25,9.636665673603202e+52
106.5,9.636665673603202e+52
114.25,9.636665673603202e+52
134.5,9.636665673603202e+52
134.75,9.636665673603202e+52
135.0,9.636665673603202e+52
135.25,9.636665673603202e+52
135.5,9.636665673603202e+52
135.75,9.636665673603202e+52
136.0,9.636665673603202e+52
100.0,2.6195173187490626e+53
100.25,2.6195173187490626e+53
100.5,2.6195173187490626e+53
100.75,2.6195173187490626e+53
102.25,2.6195173187490626e+53
102.5,2.6195173187490626e+53
102.75,2.6195173187490626e+53
105.0,2.6195173187490626e+53
105.25,2.6195173187490626e+53
105.5,2.6195173187490626e+53
105.75,2.6195173187490626e+53
106.0,2.6195173187490626e+53
106.25,2.6195173187490626e+53
106.5,2.6195173187490626e+53
106.75,2.6195173187490626e+53
114.0,2.6195173187490626e+53
114.25,2.6195173187490626e+53
114.5,2.6195173187490626e+53
116.25,2.6195173187490626e+53
116.5,2.6195173187490626e+53
134.5,2.6195173187490626e+53
134.75,2.6195173187490626e+53
135.0,2.6195173187490626e+53
135.25,2.6195173187490626e+53
135.5,2.6195173187490626e+53
135.75,2.6195173187490626e+53
136.0,2.6195173187490626e+53
136.25,2.6195173187490626e+53
99.75,7.120586326889338e+53
100.0,7.120586326889338e+53
100.25,7.120586326889338e+53
100.5,7.120586326889338e+53
100.75,7.120586326889338e+53
101.0,7.120586326889338e+53
102.0,7.120586326889338e+53
102.25,7.120586326889338e+53
102.5,7.120586326889338e+53
102.75,7.120586326889338e+53
103.0,7.120586326889338e+53
105.25,7.120586326889338e+53
105.5,7.120586326889338e+53
105.75,7.120586326889338e+53
106.0,7.120586326889338e+53
106.25,7.120586326889338e+53
106.5,7.120586326889338e+53
113.75,7.120586326889338e+53
114.0,7.120586326889338e+53
114.25,7.120586326889338e+53
114.5,7.120586326889338e+53
114.75,7.120586326889338e+53
116.0,7.120586326889338e+53
116.25,7.120586326889338e+53
116.5,7.120586326889338e+53
116.75,7.120586326889338e+53
134.75,7.120586326889338e+53
135.0,7.120586326889338e+53
135.25,7.120586326889338e+53
135.5,7.120586326889338e+53
135.75,7.120586326889338e+53
136.0,7.120586326889338e+53
136.25,7.120586326889338e+53
136.5,7.120586326889338e+53
99.5,1.9355760420357226e+54
99.75,1.9355760420357226e+54
100.0,1.9355760420357226e+54
100.25,1.9355760420357226e+54
100.5,1.9355760420357226e+54
100.75,1.9355760420357226e+54
101.0,1.9355760420357226e+54
101.25,1.9355760420357226e+54
101.75,1.9355760420357226e+54
102.0,1.9355760420357226e+54
102.25,1.9355760420357226e+54
102.5,1.9355760420357226e+54
102.75,1.9355760420357226e+54
103.0,1.9355760420357226e+54
103.25,1.9355760420357226e+54
105.25,1.9355760420357226e+54
105.5,1.9355760420357226e+54
105.75,1.9355760420357226e+54
106.0,1.9355760420357226e+54
106.25,1.9355760420357226e+54
113.5,1.9355760420357226e+54
113.75,1.9355760420357226e+54
114.0,1.9355760420357226e+54
114.25,1.9355760420357226e+54
114.5,1.9355760420357226e+54
114.75,1.9355760420357226e+54
115.0,1.9355760420357226e+54
115.75,1.9355760420357226e+54
116.0,1.9355760420357226e+54
116.25,1.9355760420357226e+54
116.5,1.9355760420357226e+54
116.75,1.9355760420357226e+54
135.0,1.9355760420357226e+54
135.25,1.9355760420357226e+54
135.5,1.9355760420357226e+54
135.75,1.9355760420357226e+54
136.0,1.9355760420357226e+54
136.25,1.9355760420357226e+54
136.5,1.9355760420357226e+54
136.75,1.9355760420357226e+54
99.75,5.261441182666386e+54
100.0,5.261441182666386e+54
100.25,5.261441182666386e+54
100.5,5.261441182666386e+54
100.75,5.261441182666386e+54
101.0,5.261441182666386e+54
101.25,5.261441182666386e+54
101.75,5.261441182666386e+54
102.0,5.261441182666386e+54
102.25,5.261441182666386e+54
102.5,5.261441182666386e+54
102.75,5.261441182666386e+54
103.0,5.261441182666386e+54
103.25,5.261441182666386e+54
105.5,5.261441182666386e+54
105.75,5.261441182666386e+54
113.0,5.261441182666386e+54
113.25,5.261441182666386e+54
113.5,5.261441182666386e+54
113.75,5.261441182666386e+54
114.0,5.261441182666386e+54
114.25,5.261441182666386e+54
114.5,5.261441182666386e+54
114.75,5.261441182666386e+54
115.0,5.261441182666386e+54
115.5,5.261441182666386e+54
115.75,5.261441182666386e+54
116.0,5.261441182666386e+54
116.25,5.261441182666386e+54
116.5,5.261441182666386e+54
116.75,5.261441182666386e+54
117.0,5.261441182666386e+54
135.25,5.261441182666386e+54
135.5,5.261441182666386e+54
135.75,5.261441182666386e+54
136.0,5.261441182666386e+54
136.25,5.261441182666386e+54
136.5,5.261441182666386e+54
100.0,1.4302079958348105e+55
100.25,1.4302079958348105e+55
100.5,1.4302079958348105e+55
100.75,1.4302079958348105e+55
101.0,1.4302079958348105e+55
101.75,1.4302079958348105e+55
102.0,1.4302079958348105e+55
102.25,1.4302079958348105e+55
102.5,1.4302079958348105e+55
102.75,1.4302079958348105e+55
103.0,1.4302079958348105e+55
103.25,1.4302079958348105e+55
112.75,1.4302079958348105e+55
113.0,1.4302079958348105e+55
113.25,1.4302079958348105e+55
113.5,1.4302079958348105e+55
113.75,1.4302079958348105e+55
114.0,1.4302079958348105e+55
114.25,1.4302079958348105e+55
114.5,1.4302079958348105e+55
114.75,1.4302079958348105e+55
115.0,1.4302079958348105e+55
115.5,1.4302079958348105e+55
115.75,1.4302079958348105e+55
116.0,1.4302079958348105e+55
116.25,1.4302079958348105e+55
116.5,1.4302079958348105e+55
116.75,1.4302079958348105e+55
117.0,1.4302079958348105e+55
117.25,1.4302079958348105e+55
135.5,1.4302079958348105e+55
135.75,1.4302079958348105e+55
136.0,1.4302079958348105e+55
136.25,1.4302079958348105e+55
100.0,3.887708405994595e+55
100.25,3.887708405994595e+55
100.5,3.887708405994595e+55
102.0,3.887708405994595e+55
102.25,3.887708405994595e+55
102.5,3.887708405994595e+55
102.75,3.887708405994595e+55
103.0,3.887708405994595e+55
112.5,3.887708405994595e+55
112.75,3.887708405994595e+55
113.0,3.887708405994595e+55
113.25,3.887708405994595e+55
113.5,3.887708405994595e+55
113.75,3.887708405994595e+55
114.0,3.887708405994595e+55
114.25,3.887708405994595e+55
114.5,3.887708405994595e+55
115.75,3.887708405994595e+55
116.0,3.887708405994595e+55
116.25,3.887708405994595e+55
116.5,3.887708405994595e+55
116.75,3.887708405994595e+55
117.0,3.887708405994595e+55
117.25,3.887708405994595e+55
135.75,3.887708405994595e+55
136.0,3.887708405994595e+55
100.25,1.0567887114362587e+56
102.25,1.0567887114362587e+56
102.5,1.0567887114362587e+56
102.75,1.0567887114362587e+56
112.25,1.0567887114362587e+56
112.5,1.0567887114362587e+56
112.75,1.0567887114362587e+56
113.0,1.0567887114362587e+56
113.25,1.0567887114362587e+56
113.5,1.0567887114362587e+56
113.75,1.0567887114362587e+56
114.0,1.0567887114362587e+56
114.25,1.0567887114362587e+56
116.0,1.0567887114362587e+56
116.25,1.0567887114362587e+56
116.5,1.0567887114362587e+56
116.75,1.0567887114362587e+56
117.0,1.0567887114362587e+56
133.5,1.0567887114362587e+56
133.75,1.0567887114362587e+56
112.25,2.872649550817832e+56
112.5,2.872649550817832e+56
112.75,2.872649550817832e+56
113.0,2.872649550817832e+56
113.25,2.872649550817832e+56
113.5,2.872649550817832e+56
113.75,2.872649550817832e+56
114.0,2.872649550817832e+56
116.25,2.872649550817832e+56
116.5,2.872649550817832e+56
116.75,2.872649550817832e+56
133.25,2.872649550817832e+56
133.5,2.872649550817832e+56
133.75,2.872649550817832e+56
134.0,2.872649550817832e+56
102.25,7.808671073519151e+56
102.5,7.808671073519151e+56
112.5,7.808671073519151e+56
112.75,7.808671073519151e+56
113.0,7.808671073519151e+56
113.25,7.808671073519151e+56
113.5,7.808671073519151e+56
113.75,7.808671073519151e+56
114.0,7.808671073519151e+56
114.25,7.808671073519151e+56
116.5,7.808671073519151e+56
133.0,7.808671073519151e+56
133.25,7.808671073519151e+56
133.5,7.808671073519151e+56
133.75,7.808671073519151e+56
134.0,7.808671073519151e+56
102.0,2.1226168683560893e+57
102.25,2.1226168683560893e+57
102.5,2.1226168683560893e+57
102.75,2.1226168683560893e+57
112.75,2.1226168683560893e+57
113.0,2.1226168683560893e+57
113.25,2.1226168683560893e+57
113.5,2.1226168683560893e+57
113.75,2.1226168683560893e+57
114.0,2.1226168683560893e+57
114.25,2.1226168683560893e+57
114.5,2.1226168683560893e+57
132.75,2.1226168683560893e+57
133.0,2.1226168683560893e+57
133.25,2.1226168683560893e+57
133.5,2.1226168683560893e+57
133.75,2.1226168683560893e+57
134.0,2.1226168683560893e+57
134.25,2.1226168683560893e+57
101.75,5.769870862033003e+57
102.0,5.769870862033003e+57
102.25,5.769870862033003e+57
102.5,5.769870862033003e+57
102.75,5.769870862033003e+57
108.75,5.769870862033003e+57
113.0,5.769870862033003e+57
113.25,5.769870862033003e+57
113.5,5.769870862033003e+57
113.75,5.769870862033003e+57
114.0,5.769870862033003e+57
114.25,5.769870862033003e+57
114.5,5.769870862033003e+57
132.5,5.769870862033003e+57
132.75,5.769870862033003e+57
133.0,5.769870862033003e+57
133.25,5.769870862033003e+57
133.5,5.769870862033003e+57
133.75,5.769870862033003e+57
134.0,5.769870862033003e+57
134.25,5.769870862033003e+57
134.5,5.769870862033003e+57
101.5,1.568413511681964e+58
101.75,1.568413511681964e+58
102.0,1.568413511681964e+58
102.25,1.568413511681964e+58
102.5,1.568413511681964e+58
102.75,1.568413511681964e+58
103.0,1.568413511681964e+58
108.5,1.568413511681964e+58
108.75,1.568413511681964e+58
109.0,1.568413511681964e+58
113.0,1.568413511681964e+58
113.25,1.568413511681964e+58
113.5,1.568413511681964e+58
113.75,1.568413511681964e+58
114.0,1.568413511681964e+58
114.25,1.568413511681964e+58
114.5,1.568413511681964e+58
114.75,1.568413511681964e+58
132.0,1.568413511681964e+58
132.25,1.568413511681964e+58
132.5,1.568413511681964e+58
132.75,1.568413511681964e+58
133.0,1.568413511681964e+58
133.25,1.568413511681964e+58
133.5,1.568413511681964e+58
133.75,1.568413511681964e+58
134.0,1.568413511681964e+58
134.25,1.568413511681964e+58
134.5,1.568413511681964e+58
134.75,1.568413511681964e+58
101.5,4.263389948314721e+58
101.75,4.263389948314721e+58
102.0,4.263389948314721e+58
102.25,4.263389948314721e+58
102.5,4.263389948314721e+58
102.75,4.263389948314721e+58
103.0,4.263389948314721e+58
103.25,4.263389948314721e+58
108.0,4.263389948314721e+58
108.25,4.263389948314721e+58
108.5,4.263389948314721e+58
108.75,4.263389948314721e+58
109.0,4.263389948314721e+58
109.25,4.263389948314721e+58
113.25,4.263389948314721e+58
113.5,4.263389948314721e+58
113.75,4.263389948314721e+58
114.0,4.263389948314721e+58
114.25,4.263389948314721e+58
114.5,4.263389948314721e+58
114.75,4.263389948314721e+58
115.0,4.263389948314721e+58
131.75,4.263389948314721e+58
132.0,4.263389948314721e+58
132.25,4.263389948314721e+58
132.5,4.263389948314721e+58
132.75,4.263389948314721e+58
133.0,4.263389948314721e+58
133.25,4.263389948314721e+58
133.5,4.263389948314721e+58
133.75,4.263389948314721e+58
134.0,4.263389948314721e+58
134.25,4.263389948314721e+58
134.5,4.263389948314721e+58
134.75,4.263389948314721e+58
135.0,4.263389948314721e+58
138.75,4.263389948314721e+58
150.5,4.263389948314721e+58
101.75,1.1589095424138854e+59
102.0,1.1589095424138854e+59
102.25,1.1589095424138854e+59
102.5,1.1589095424138854e+59
102.75,1.1589095424138854e+59
103.0,1.1589095424138854e+59
105.5,1.1589095424138854e+59
107.75,1.1589095424138854e+59
108.0,1.1589095424138854e+59
108.25,1.1589095424138854e+59
108.5,1.1589095424138854e+59
108.75,1.1589095424138854e+59
109.0,1.1589095424138854e+59
109.25,1.1589095424138854e+59
113.5,1.1589095424138854e+59
113.75,1.1589095424138854e+59
114.0,1.1589095424138854e+59
114.25,1.1589095424138854e+59
114.5,1.1589095424138854e+59
114.75,1.1589095424138854e+59
115.0,1.1589095424138854e+59
129.25,1.1589095424138854e+59
131.5,1.1589095424138854e+59
131.75,1.1589095424138854e+59
132.0,1.1589095424138854e+59
132.25,1.1589095424138854e+59
132.5,1.1589095424138854e+59
132.75,1.1589095424138854e+59
133.0,1.1589095424138854e+59
133.25,1.1589095424138854e+59
133.5,1.1589095424138854e+59
133.75,1.1589095424138854e+59
134.0,1.1589095424138854e+59
134.25,1.1589095424138854e+59
134.5,1.1589095424138854e+59
134.75,1.1589095424138854e+59
135.0,1.1589095424138854e+59
135.25,1.1589095424138854e+59
138.5,1.1589095424138854e+59
138.75,1.1589095424138854e+59
139.0,1.1589095424138854e+59
140.75,1.1589095424138854e+59
141.0,1.1589095424138854e+59
150.25,1.1589095424138854e+59
150.5,1.1589095424138854e+59
150.75,1.1589095424138854e+59
102.0,3.150242749971452e+59
102.25,3.150242749971452e+59
102.5,3.150242749971452e+59
105.25,3.150242749971452e+59
105.5,3.150242749971452e+59
105.75,3.150242749971452e+59
107.75,3.150242749971452e+59
108.0,3.150242749971452e+59
108.25,3.150242749971452e+59
108.5,3.150242749971452e+59
108.75,3.150242749971452e+59
109.0,3.150242749971452e+59
109.25,3.150242749971452e+59
109.5,3.150242749971452e+59
113.75,3.150242749971452e+59
114.0,3.150242749971452e+59
114.25,3.150242749971452e+59
114.5,3.150242749971452e+59
114.75,3.150242749971452e+59
129.0,3.150242749971452e+59


129.25,3.150242749971452e+59
129.5,3.150242749971452e+59
131.75,3.150242749971452e+59
132.0,3.150242749971452e+59
132.25,3.150242749971452e+59
132.5,3.150242749971452e+59
132.75,3.150242749971452e+59
133.0,3.150242749971452e+59
133.25,3.150242749971452e+59
133.5,3.150242749971452e+59
133.75,3.150242749971452e+59
134.0,3.150242749971452e+59
134.25,3.150242749971452e+59
134.5,3.150242749971452e+59
134.75,3.150242749971452e+59
135.0,3.150242749971452e+59
135.25,3.150242749971452e+59
138.25,3.150242749971452e+59
138.5,3.150242749971452e+59
138.75,3.150242749971452e+59
139.0,3.150242749971452e+59
139.25,3.150242749971452e+59
140.5,3.150242749971452e+59
140.75,3.150242749971452e+59
141.0,3.150242749971452e+59
141.25,3.150242749971452e+59
150.0,3.150242749971452e+59
150.25,3.150242749971452e+59
150.5,3.150242749971452e+59
150.75,3.150242749971452e+59
151.0,3.150242749971452e+59
102.25,8.56324762248225e+59
104.75,8.56324762248225e+59
105.0,8.56324762248225e+59
105.25,8.56324762248225e+59
105.5,8.56324762248225e+59
105.75,8.56324762248225e+59
108.0,8.56324762248225e+59
108.25,8.56324762248225e+59
108.5,8.56324762248225e+59
108.75,8.56324762248225e+59
109.0,8.56324762248225e+59
109.25,8.56324762248225e+59
114.0,8.56324762248225e+59
114.25,8.56324762248225e+59
128.5,8.56324762248225e+59
128.75,8.56324762248225e+59
129.0,8.56324762248225e+59
129.25,8.56324762248225e+59
129.5,8.56324762248225e+59
129.75,8.56324762248225e+59
132.0,8.56324762248225e+59
132.25,8.56324762248225e+59
132.5,8.56324762248225e+59
132.75,8.56324762248225e+59
133.0,8.56324762248225e+59
